nr_ambs,nr_emergencias,velocidade_amb,dist_amb_emer,prioridade_emergencia,tempo_de_resposta
42,2,13,22.47220505424423,7,4.457262316037574
42,2,12,19.026297590440446,6,4.171049598406741
42,2,13,14.560219778561036,2,7.240033812086313
42,2,9,16.1245154965971,6,4.583225665910467
42,2,12,23.08679276123039,2,8.847798793538399
42,2,13,21.540659228538015,8,4.313947573621233
42,2,12,26.627053911388696,2,9.437842318564783
42,2,13,23.323807579381203,6,4.58827808913557
42,2,9,17.26267650163207,9,4.836150333696015
42,2,12,30.083217912982647,10,6.013869652163774
42,2,8,23.259406699226016,8,6.814851674806504
42,2,14,19.026297590440446,4,4.718042512920064
42,2,14,12.206555615733702,7,2.743793659390529
42,2,11,34.828149534535996,10,7.33239082446109
42,2,14,6.082762530298219,5,2.8689660757568882
42,2,14,15.033296378372908,10,3.147613768338987
42,2,14,14.7648230602334,9,3.1092604371762
42,1,9,17.204650534085253,2,8.823255674241167
13,8,11,32.01562118716424,9,6.821022034029863
13,8,14,7.211102550927978,9,2.030157507275425
13,8,13,19.1049731745428,5,4.939226642237354
13,8,8,24.020824298928627,6,7.005206074732157
13,8,12,22.135943621178654,8,4.68932393686311
13,9,9,25.495097567963924,7,6.665577237325317
13,9,14,36.87817782917155,6,6.268311118453078
13,10,8,18.867962264113206,10,5.716990566028302
13,10,13,22.20360331117452,4,5.4159389709499255
13,10,10,31.38470965295043,9,7.276941930590086
13,10,11,17.029386365926403,5,5.096252066532074
13,17,14,27.80287754891569,9,4.971839649845098
13,17,13,27.313000567495326,6,5.202000087306973
13,17,7,39.59797974644666,8,12.313708498984761
13,17,12,16.278820596099706,9,3.7131367660166177
13,17,9,10.63014581273465,10,3.3622546250521443
13,17,14,27.294688127912362,9,4.8992411611303375
13,17,11,38.897300677553446,8,8.072236486827899
13,17,13,6.082762530298219,8,1.9358096200458799
13,17,12,19.4164878389476,5,5.236081306491267
13,17,13,19.313207915827967,9,3.9712627562812255
13,17,14,13.0,7,2.857142857142857
13,17,11,25.96150997149434,5,6.720274540271698
13,17,10,29.410882339705484,9,6.882176467941097
13,24,14,5.385164807134504,7,1.769309258162072
13,24,13,31.304951684997057,4,6.816146413076471
13,24,14,14.866068747318506,7,3.1237241067597865
13,24,12,20.12461179749811,6,4.354101966249685
13,24,11,25.317977802344327,7,5.603268691335332
13,24,11,27.892651361962706,8,6.071391156720492
13,24,14,19.697715603592208,6,3.813959371941744
13,25,13,8.06225774829855,9,2.2403473458920846
13,24,14,2.23606797749979,9,1.31943828249997
13,23,14,17.08800749063506,8,3.44114392723358
13,22,14,15.297058540778355,5,4.185294077254051
13,21,13,5.0,5,2.769230769230769
13,20,12,19.924858845171276,4,5.320809807528546
13,19,14,26.076809620810597,4,5.7252585172586565
13,18,13,31.827660925679098,4,6.8965632193352455
13,17,12,14.212670403551895,4,4.3687784005919825
13,16,14,28.0178514522438,4,6.0025502074634
13,15,13,29.832867780352597,4,6.589671966208092
13,14,12,5.0,3,3.8333333333333335
13,13,11,17.72004514666935,3,6.221826390303518
13,12,14,26.40075756488817,3,6.771536794984025
13,11,13,4.242640687119285,3,3.6527139518645053
13,10,12,12.041594578792296,3,5.0069324297987166
13,9,14,9.0,3,4.285714285714286
13,8,13,27.784887978899608,2,9.274598150599939
13,7,12,7.0710678118654755,2,6.178511301977579
13,6,14,12.649110640673518,2,6.807015805810503
13,5,11,28.319604517012593,2,10.149019003093198
13,4,11,15.0,1,12.727272727272727
13,3,14,19.235384061671343,1,12.747912008810193
13,2,13,31.240998703626616,1,14.806307492865633
13,1,12,11.180339887498949,1,11.863389981249824
39,2,14,12.649110640673518,10,2.8070158058105026
39,2,13,9.0,3,4.384615384615385
39,2,12,21.095023109728988,4,5.515837184954831
39,2,14,19.849433241279208,8,3.835633320182744
39,2,12,17.029386365926403,7,3.838231060987734
39,2,12,28.0178514522438,2,9.6696419087073
39,2,11,15.0,3,5.727272727272727
39,2,14,28.160255680657446,10,5.02289366866535
39,2,14,19.0,10,3.7142857142857144
39,2,13,10.816653826391969,5,3.664100588675687
39,2,11,33.83784863137726,8,7.152336114795866
39,2,9,22.80350850198276,6,6.067446333773947
39,2,13,36.069377593742864,9,6.549135014421979
39,2,14,21.0,7,4.0
39,2,9,12.649110640673518,8,3.810913475705226
39,2,13,36.235341863986875,4,7.574667979074904
39,2,14,19.4164878389476,7,3.7737839769925143
39,16,13,30.528675044947494,10,5.6967192376842295
39,15,14,18.867962264113206,10,3.6954231805876008
39,14,14,26.570660511172846,10,4.795808644453263
39,13,14,27.0,10,8.552566037730458
39,12,13,27.0,10,5.153846153846154
39,12,10,26.019223662515376,9,6.203844732503075
39,11,10,18.973665961010276,8,10.998577924705131
39,10,9,2.8284271247461903,8,1.628539361054709
39,9,9,2.8284271247461903,8,3.257078722109418
39,9,14,12.041594578792296,5,3.720227796970328
39,8,12,11.180339887498949,4,3.863389981249825
39,7,13,15.264337522473747,3,5.348359618842115
39,6,13,15.264337522473747,3,10.69671923768423
39,6,14,8.06225774829855,3,4.151751106899793
39,5,14,8.06225774829855,3,8.303502213799586
39,5,14,23.40939982143925,3,14.647702188290907
39,4,14,23.40939982143925,3,20.991902162782228
39,4,14,31.400636936215164,3,28.477707439384396
39,3,14,20.396078054371138,3,5.9137254363387335
39,2,10,24.73863375370596,2,9.947726750741193
39,1,11,15.0,2,7.727272727272727
39,2,14,19.209372712298546,2,7.744196101756935
39,2,13,28.600699292150182,9,5.400107583407721
39,2,13,21.02379604162864,9,4.23443016025056
39,2,14,19.6468827043885,1,12.806697529198356
39,2,14,16.401219466856727,6,3.343031352408104
39,2,14,26.1725046566048,2,8.738929236657828
39,2,10,15.652475842498529,7,4.1304951684997055
39,2,12,36.235341863986875,3,9.039223643997811
39,23,11,11.40175425099138,10,3.073046227452978
39,23,13,38.18376618407357,10,6.874425566780549
39,23,14,16.0,9,3.2857142857142856
39,23,13,19.1049731745428,7,10.813652209017903
39,23,13,19.1049731745428,7,14.752878851255257
39,23,11,23.08679276123039,7,5.197598683860071
39,24,11,26.076809620810597,9,10.938836796734725
39,27,14,26.076809620810597,7,4.7252585172586565
39,27,14,26.076809620810597,7,9.450517034517313
39,27,10,23.323807579381203,7,5.664761515876241
39,27,10,23.323807579381203,7,11.329523031752482
39,27,14,16.76305461424021,7,3.3947220877486015
39,26,14,16.76305461424021,7,6.789444175497203
39,26,10,19.4164878389476,7,4.88329756778952
39,25,10,19.4164878389476,7,9.76659513557904
39,25,6,13.416407864998739,7,5.47213595499958
39,24,12,12.041594578792296,7,3.006932429798716
39,23,12,12.041594578792296,7,6.013864859597432
39,23,12,34.713109915419565,7,6.785518319236594
39,22,12,34.713109915419565,7,13.571036638473188
39,22,10,27.0,6,6.4
39,21,10,27.0,6,12.8
39,21,11,23.021728866442675,6,5.185768884807759
39,20,13,13.0,6,3.0
39,19,14,25.495097567963924,5,5.642156795423418
39,18,12,18.027756377319946,5,5.004626062886658
39,17,12,18.027756377319946,5,10.009252125773315
39,17,10,26.40075756488817,5,7.280151512977634
39,16,10,26.40075756488817,5,14.560303025955267
39,16,14,13.45362404707371,4,3.9219462924391015
39,15,14,26.40075756488817,5,11.413693590407442
39,15,14,20.09975124224178,4,4.871393034605969
39,14,14,20.09975124224178,4,9.742786069211938
39,14,12,31.906112267087632,4,7.317685377847939
39,13,12,31.906112267087632,4,14.635370755695877
39,13,12,6.0,4,3.0
39,12,13,24.73863375370596,4,5.805943654416302
39,11,13,24.73863375370596,4,11.611887308832603
39,11,14,23.706539182259394,4,5.386648454608485
39,10,14,23.706539182259394,4,10.77329690921697
39,10,14,12.041594578792296,3,4.7202277969703275
39,9,14,14.0,3,5.0
39,8,14,14.0,3,10.0
39,8,14,14.0,3,15.0
39,8,10,25.612496949731394,3,8.12249938994628
39,7,10,25.612496949731394,3,16.24499877989256
39,7,14,26.832815729997478,3,6.83325938999964
39,6,10,25.612496949731394,3,24.36749816983884
39,6,14,26.832815729997478,3,13.66651877999928
39,6,14,13.038404810405298,3,18.529148038628605
39,5,14,13.038404810405298,3,23.39177729725793
39,5,14,21.37755832643195,1,13.053936903775993
39,4,14,21.37755832643195,1,26.107873807551986
39,4,14,21.37755832643195,1,39.16181071132798
39,4,13,28.635642126552707,1,14.405483404085032
39,3,13,28.635642126552707,1,28.810966808170065
39,3,10,22.135943621178654,1,14.42718872423573
39,2,13,28.635642126552707,1,43.2164502122551
39,2,10,22.135943621178654,1,28.85437744847146
39,2,11,22.135943621178654,1,14.024717022032483
39,2,14,23.345235059857504,1,13.335033579979644
39,1,14,23.345235059857504,1,26.670067159959288
47,2,12,22.02271554554524,9,4.6704525909242065
47,2,13,26.1725046566048,8,5.0265391779392
47,2,12,24.020824298928627,6,5.0034707164881045
47,2,12,21.840329667841555,7,4.640054944640259
47,2,14,25.179356624028344,10,4.597050946289763
47,2,11,20.615528128088304,8,4.748277841470601
47,2,14,9.433981132056603,1,11.3477115902938
47,2,13,3.1622776601683795,7,1.48650425541052
47,3,13,18.35755975068582,5,4.824239961643972
47,2,13,18.35755975068582,5,9.648479923287944
47,2,13,15.033296378372908,1,12.312814827441986
47,1,10,10.04987562112089,1,12.009975124224178
15,6,14,7.211102550927978,9,2.030157507275425
15,6,10,21.02379604162864,10,5.2047592083257275
15,7,14,3.0,8,1.4285714285714286
15,7,11,11.704699910719626,3,5.128127256494477
15,7,14,30.23243291566195,9,5.318918987951707
15,7,12,23.40939982143925,8,4.9015666369065425
15,7,13,32.55764119219941,8,6.008867875722986
15,7,11,35.35533905932738,7,7.42824346533225
15,7,9,23.769728648009426,9,6.282161921779872
15,8,11,26.1725046566048,8,5.7586372102917815
15,8,14,5.0990195135927845,1,10.728431359084684
15,8,11,25.238858928247925,10,5.588883441499623
15,8,14,36.069377593742864,8,6.152768227677552
15,13,9,28.178005607210743,10,7.26177902382461
15,13,14,25.80697580112788,10,4.686710828732554
15,13,14,7.810249675906654,8,2.1157499537009503
15,13,14,10.198039027185569,10,2.4568627181693667
15,12,13,37.53664875824692,10,6.774869039730295
15,11,14,19.79898987322333,7,3.8284271247461903
15,10,14,25.495097567963924,7,4.642156795423418
15,9,14,28.442925306655784,6,5.063275043807969
15,8,12,27.018512172212592,4,6.503085362035432
15,7,14,24.20743687382041,4,5.45820526768863
15,6,11,20.615528128088304,4,5.748277841470601
15,5,14,27.294688127912362,3,6.8992411611303375
15,4,13,25.079872407968907,2,8.858441908918294
15,3,14,11.704699910719626,2,6.672099987245661
15,2,11,36.124783736376884,2,11.56814249752307
15,1,14,14.422205101855956,1,12.06031501455085
18,3,12,24.413111231467404,9,5.068851871911234
18,3,14,17.0,1,12.428571428571429
18,3,11,32.449961479175904,5,7.8999929962138005
18,3,10,24.020824298928627,9,5.804164859785725
18,3,13,6.708203932499369,3,4.032031374230672
18,3,10,13.0,9,3.6
18,3,12,5.0990195135927845,2,5.849836585598798
18,3,10,22.02271554554524,4,6.4045431091090474
18,3,10,21.213203435596427,3,7.242640687119286
18,3,13,14.317821063276353,4,4.202741702042516
18,3,11,13.038404810405298,2,7.370619056437327
18,3,8,28.0,9,8.0
18,3,10,23.021728866442675,2,9.604345773288536
18,3,8,31.064449134018133,8,8.766112283504533
18,3,9,23.08679276123039,9,6.1303983913845315
18,3,14,23.08679276123039,4,5.298113251604342
18,3,13,18.788294228055936,9,3.890506804316298
18,3,12,27.202941017470888,6,5.533823502911814
18,5,13,27.459060435491963,7,5.224470836229533
18,5,14,11.180339887498949,10,2.59719141249985
18,4,11,30.528675044947494,9,6.5506681899904535
18,5,12,27.018512172212592,8,5.503085362035432
18,5,14,22.360679774997898,6,4.1943828249997
18,5,6,12.083045973594572,7,5.0276819911981905
18,5,13,27.85677655436824,4,6.285657931441268
18,5,8,22.20360331117452,10,6.55090082779363
18,5,6,18.384776310850235,4,8.128258770283413
18,5,14,25.317977802344327,3,6.616853971763476
18,5,12,15.811388300841896,8,3.6352313834736494
18,5,11,3.1622776601683795,7,1.5749595745760692
18,5,10,30.4138126514911,7,7.08276253029822
18,4,13,26.248809496813376,4,6.038278384125134
18,5,12,22.825424421026653,6,4.804237403504443
18,5,11,9.055385138137417,8,2.6464336614795307
18,5,14,6.324555320336759,2,5.903507902905251
18,5,10,21.18962010041709,3,7.237924020083418
18,7,13,10.0,5,3.5384615384615383
18,7,12,26.1725046566048,10,5.362084109434133
18,7,14,12.529964086141668,8,2.78999486944881
18,7,11,23.259406699226016,8,5.228983036222912
18,7,13,26.68332812825267,7,5.105127404346565
18,6,14,13.601470508735444,10,2.9430672155336346
18,7,10,1.0,3,3.2
18,7,12,15.0,9,3.5
18,7,14,14.0,3,5.0
18,7,11,13.038404810405298,2,7.370619056437327
18,7,13,12.206555615733702,10,2.8779316331898004
18,7,12,32.2490309931942,7,6.374838498865699
18,6,10,22.02271554554524,10,5.4045431091090474
18,5,13,19.924858845171276,2,8.065362899257119
18,4,14,24.515301344262525,2,8.502185906323218
18,3,6,16.15549442140351,2,10.385164807134505
18,2,10,27.459060435491963,1,15.491812087098392
18,1,11,21.095023109728988,1,13.835458747223452
24,2,13,21.0,5,5.230769230769231
24,2,12,16.76305461424021,9,3.793842435706702
24,2,12,11.661903789690601,6,2.9436506316151005
24,2,11,24.596747752497688,2,9.47213595499958
24,2,10,4.242640687119285,1,10.848528137423857
24,2,11,36.069377593742864,7,7.558068653407793
24,2,13,7.211102550927978,3,4.109400392450459
24,2,11,20.518284528683193,7,4.7305971870333074
24,2,12,10.04987562112089,9,2.6749792701868147
24,2,11,22.360679774997898,8,5.065578140908709
24,2,12,16.401219466856727,4,4.7335365778094545
24,2,13,27.65863337187866,8,5.255174364904409
24,2,12,5.0990195135927845,7,1.8498365855987973
24,2,11,31.76476034853718,3,8.775410972461305
24,2,10,29.068883707497267,10,6.813776741499454
24,2,12,26.019223662515376,2,9.336537277085895
24,2,12,12.083045973594572,10,3.0138409955990952
24,2,10,34.20526275297414,3,9.841052550594828
24,2,13,27.018512172212592,8,5.1566941803403985
24,2,9,26.419689627245813,7,6.871042139387958
24,1,9,23.53720459187964,1,15.230489909306588
24,2,8,25.45584412271571,4,8.363961030678928
24,2,12,17.72004514666935,9,3.9533408577782247
24,1,11,10.44030650891055,1,11.898237547074645
24,1,13,34.713109915419565,4,7.3404784485260866
24,2,12,15.0,10,3.5
24,2,12,30.463092423455635,1,15.07718207057594
24,1,11,10.198039027185569,7,2.85418891403374
24,1,7,31.064449134018133,4,10.875556895433752
18,3,13,13.601470508735444,10,3.0925339244208376
18,3,14,34.828149534535996,9,5.975449933505142
18,3,12,33.60059523282288,9,6.600099205470481
18,3,9,31.89043743820395,6,8.086763875156432
18,3,11,26.0,3,7.7272727272727275
18,3,9,37.48332962798263,10,9.329628806218361
18,3,13,32.526911934581186,9,6.004140297627875
18,3,14,18.384776310850235,2,7.626396615835748
18,3,12,18.384776310850235,5,5.064129385141706
18,3,14,5.0990195135927845,9,1.7284313590846834
18,3,13,12.0,4,3.8461538461538463
18,3,11,14.142135623730951,1,12.571297386132901
18,3,14,6.708203932499369,9,1.95831484749991
18,3,13,20.0,5,5.076923076923077
18,3,10,12.165525060596439,9,3.4331050121192876
18,3,14,16.0,1,12.285714285714285
18,3,14,16.492422502470642,5,4.356060357495807
18,3,13,8.602325267042627,2,6.3234346564680965
18,5,13,25.612496949731394,4,5.940384146112522
18,5,14,9.486832980505138,3,4.355261854357877
18,5,9,0.0,6,1.0
18,5,8,23.08679276123039,3,8.771698190307598
18,5,13,7.0710678118654755,9,2.0878565864408425
18,5,8,34.058772731852805,6,9.514693182963201
18,5,14,19.209372712298546,3,5.744196101756935
18,5,13,10.0,8,2.5384615384615383
18,5,14,24.596747752497688,5,5.51382110749967
18,5,13,27.202941017470888,6,5.185067848841675
18,5,13,21.213203435596427,3,6.263569759322527
18,5,8,19.209372712298546,4,6.802343178074636
18,5,14,27.586228448267445,6,4.940889778323921
18,5,12,27.65863337187866,6,5.6097722286464435
18,5,14,9.486832980505138,4,3.355261854357877
18,5,13,5.0,5,2.769230769230769
18,5,12,10.04987562112089,6,2.6749792701868147
18,5,14,15.0,9,3.142857142857143
18,7,14,26.92582403567252,7,4.84654629081036
18,7,14,20.591260281974,10,3.9416086117105715
18,7,13,27.0,6,5.153846153846154
18,7,13,1.0,5,2.1538461538461537
18,7,12,13.416407864998739,3,5.23606797749979
18,7,14,24.73863375370596,9,4.534090536243709
18,7,14,17.69180601295413,9,3.5274008589934476
18,7,13,28.42534080710379,6,5.373129354939045
18,7,13,12.806248474865697,4,3.970192073056261
18,6,12,7.0710678118654755,3,4.178511301977579
18,7,14,31.622776601683793,4,6.5175395145262565
18,6,14,27.892651361962706,8,4.984664480280387
18,6,12,27.294688127912362,10,5.549114687985393
18,6,13,20.518284528683193,5,5.156659158258953
18,5,13,36.124783736376884,2,10.557659036365674
18,4,12,31.064449134018133,2,10.177408189003021
18,3,14,6.4031242374328485,1,10.914732033918979
18,2,14,13.038404810405298,1,11.862629258629328
18,1,13,24.20743687382041,1,13.724221057510832
23,2,14,6.4031242374328485,1,10.914732033918979
23,2,12,16.1245154965971,2,7.68741924943285
23,2,11,13.038404810405298,9,3.370619056437327
23,2,14,30.4138126514911,10,5.344830378784443
23,2,11,10.770329614269007,2,6.958241748048911
23,2,12,22.561028345356956,2,8.760171390892825
23,2,14,21.93171219946131,4,5.1331017427801875
23,2,13,28.0,1,14.307692307692307
23,2,9,25.0,5,7.555555555555555
23,2,10,26.0,7,6.2
23,2,10,22.80350850198276,8,5.560701700396551
23,2,14,23.769728648009426,3,6.395675521144204
23,2,14,20.396078054371138,7,3.913725436338734
23,2,14,24.186773244895647,6,4.455253320699378
23,2,9,21.470910553583888,10,5.771313456351975
23,2,9,25.019992006393608,10,6.559998223643024
23,2,9,22.847319317591726,2,10.07718207057594
23,2,14,23.021728866442675,10,4.28881840949181
23,2,10,34.655446902326915,8,7.931089380465383
23,2,14,26.40075756488817,10,4.771536794984025
23,2,14,17.08800749063506,3,5.44114392723358
23,2,12,7.211102550927978,2,6.201850425154663
23,2,14,18.027756377319946,3,5.5753937681885635
23,2,13,31.906112267087632,1,14.908632656475021
23,2,14,26.92582403567252,10,4.84654629081036
23,2,12,18.027756377319946,9,4.004626062886658
23,2,14,23.323807579381203,9,4.331972511340172
23,2,11,10.0,5,3.8181818181818183
23,1,14,32.2490309931942,1,14.607004427599172
32,2,13,15.652475842498529,6,3.4080732065382353
32,2,14,27.730849247724095,7,4.961549892532013
32,2,14,26.1725046566048,5,5.738929236657828
32,2,14,23.194827009486403,7,4.313546715640914
32,2,13,12.041594578792296,10,2.8525530121218914
32,2,13,29.154759474226502,8,5.485347611419462
32,2,13,7.0710678118654755,3,4.087856586440843
32,2,14,23.021728866442675,6,4.28881840949181
32,2,14,29.410882339705484,3,7.201554619957927
32,2,12,22.02271554554524,9,4.6704525909242065
32,2,12,17.46424919657298,4,4.91070819942883
32,2,14,20.808652046684813,9,3.9726645780978305
32,2,12,23.853720883753127,4,5.975620147292188
32,2,13,27.018512172212592,2,9.156694180340399
32,2,11,34.40930106817051,1,16.256236557849185
32,2,9,34.713109915419565,10,8.714024425648791
32,2,14,17.029386365926403,8,3.432769480846629
32,2,9,24.041630560342615,4,7.342584568965026
32,2,14,26.1725046566048,10,4.738929236657828
32,2,10,18.384776310850235,5,5.676955262170047
32,2,14,10.04987562112089,7,2.4356965173029845
32,2,13,0.0,9,1.0
32,2,14,22.135943621178654,3,6.162277660168379
32,2,14,9.486832980505138,1,11.355261854357877
32,2,14,8.602325267042627,9,2.228903609577518
32,2,14,37.48332962798263,4,7.354761375426089
32,2,14,6.082762530298219,10,1.8689660757568884
32,2,9,19.1049731745428,9,5.245549594342844
32,2,14,6.082762530298219,7,1.8689660757568884
32,2,14,29.732137494637012,7,5.247448213519573
32,2,14,6.708203932499369,7,1.95831484749991
32,2,14,25.495097567963924,9,4.642156795423418
32,2,9,14.866068747318506,10,4.303570832737446
32,2,14,24.698178070456937,1,13.52831115292242
32,2,14,18.0,5,4.571428571428571
32,2,14,26.076809620810597,7,4.7252585172586565
32,2,14,23.08679276123039,9,4.298113251604342
32,2,8,17.08800749063506,6,5.272001872658765
32,2,14,25.079872407968907,2,8.58283891542413
32,2,14,28.42534080710379,10,5.060762972443398
32,2,14,2.23606797749979,6,1.31943828249997
32,2,14,6.708203932499369,5,2.95831484749991
32,2,8,24.08318915758459,8,7.020797289396148
32,2,14,15.264337522473747,10,3.180619646067678
32,2,14,20.223748416156685,2,7.889106916593812
32,2,14,14.866068747318506,3,5.123724106759786
32,2,14,28.635642126552707,1,14.090806018078958
32,2,14,30.0,9,5.285714285714286
32,2,14,13.45362404707371,5,3.9219462924391015
32,2,14,27.294688127912362,4,5.8992411611303375
32,2,14,30.610455730027933,4,6.372922247146848
32,2,14,32.01562118716424,2,9.573660169594891
32,2,14,19.849433241279208,3,5.835633320182744
32,2,14,14.317821063276353,1,12.045403009039479
32,2,14,17.88854381999832,6,3.5555062599997598
32,2,14,22.825424421026653,5,5.260774917289522
32,1,13,24.839484696748443,5,5.821459184115145
51,2,13,23.853720883753127,4,5.669803212885096
51,2,12,6.708203932499369,3,4.118033988749895
51,2,13,20.223748416156685,5,5.111345910177952
51,2,14,29.410882339705484,3,7.201554619957927
51,2,14,20.248456731316587,1,12.89263667590237
51,2,14,36.796738985948195,1,15.2566769979926
51,2,11,18.788294228055936,4,5.41605349601017
51,2,13,22.825424421026653,2,8.511603757081023
51,2,11,27.202941017470888,9,5.9459892759037976
51,2,11,21.633307652783937,10,4.933328664142534
51,2,13,20.396078054371138,6,4.137858162210945
51,2,10,21.540659228538015,4,6.308131845707603
51,2,10,28.460498941515414,8,6.692099788303083
51,2,10,30.0,10,7.0
51,2,10,28.30194339616981,10,6.660388679233963
51,2,13,21.0,8,4.230769230769231
51,2,11,33.015148038438355,7,7.002754188806974
51,2,9,33.24154027718932,2,12.387008950486516
51,2,14,29.410882339705484,2,9.201554619957927
51,2,14,26.92582403567252,8,4.84654629081036
51,2,12,12.083045973594572,9,3.0138409955990952
51,2,10,15.811388300841896,7,4.162277660168379
51,2,12,14.035668847618199,8,3.3392781412696997
51,2,14,29.068883707497267,2,9.15269767249961
51,2,14,26.68332812825267,3,6.81190401832181
51,2,11,18.110770276274835,4,5.2928673229590615
51,2,13,38.2099463490856,5,7.878453284474707
51,2,10,28.600699292150182,10,6.720139858430036
51,2,14,26.40075756488817,10,4.771536794984025
51,2,7,21.02379604162864,6,7.006798869036754
51,2,13,17.029386365926403,7,3.619905594757908
51,2,14,28.460498941515414,2,9.06578556307363
51,2,13,18.027756377319946,7,3.7735009811261455
51,2,8,17.804493814764857,9,5.451123453691214
51,2,14,24.08318915758459,4,5.440455593940656
51,2,9,20.615528128088304,5,6.581228472908512
51,2,14,16.278820596099706,3,5.325545799442815
51,2,13,28.30194339616981,4,6.354145137872279
51,2,13,26.419689627245813,7,5.064567634960894
51,2,13,34.20526275297414,7,6.262348115842176
51,2,14,17.88854381999832,2,7.55550625999976
51,2,14,25.80697580112788,9,4.686710828732554
51,2,14,26.076809620810597,8,4.7252585172586565
51,2,13,29.732137494637012,10,5.574174999174925
51,2,13,24.73863375370596,2,8.805943654416302
51,2,13,26.248809496813376,4,6.038278384125134
51,2,14,27.313000567495326,8,4.9018572239279035
51,2,14,25.612496949731394,7,4.658928135675914
51,2,14,30.479501308256342,9,5.3542144726080485
51,2,13,26.68332812825267,3,7.105127404346565
51,1,13,15.556349186104045,3,5.393284490169853
60,2,14,28.635642126552707,3,7.0908060180789585
60,2,12,27.730849247724095,10,5.6218082079540155
60,2,14,17.0,1,12.428571428571429
60,2,14,12.529964086141668,2,6.78999486944881
60,2,14,29.120439557122072,9,5.160062793874582
60,2,12,4.123105625617661,4,2.6871842709362768
60,2,14,25.0,1,13.571428571428571
60,2,14,25.942243542145693,9,4.7060347917350995
60,2,12,16.97056274847714,3,5.82842712474619
60,2,12,14.035668847618199,8,3.3392781412696997
60,2,14,30.463092423455635,8,5.3518703462079475
60,2,11,10.04987562112089,4,3.827250112931071
60,2,14,5.0990195135927845,7,1.7284313590846834
60,2,12,17.029386365926403,5,4.838231060987734
60,2,11,22.135943621178654,2,9.024717022032483
60,2,14,12.165525060596439,3,4.7379321515137764
60,2,14,9.055385138137417,6,2.2936264483053455
60,2,10,27.202941017470888,3,8.440588203494178
60,2,11,31.304951684997057,2,10.691809397272191
60,2,12,31.240998703626616,1,15.206833117271103
60,2,14,6.0,8,1.8571428571428572
60,2,14,10.04987562112089,5,3.4356965173029845
60,2,12,28.442925306655784,4,6.740487551109298
60,2,14,17.46424919657298,10,3.4948927423675684
60,2,14,11.045361017187261,4,3.577908716741037
60,2,10,32.64965543462902,9,7.529931086925804
60,2,9,31.304951684997057,4,8.956655929999346
60,2,11,18.439088914585774,4,5.352561620833777
60,2,14,11.180339887498949,1,11.59719141249985
60,2,14,18.384776310850235,8,3.626396615835748
60,2,10,26.90724809414742,7,6.381449618829484
60,2,12,25.96150997149434,1,14.32691832858239
60,2,14,15.297058540778355,1,12.185294077254051
60,2,8,24.08318915758459,5,8.020797289396148
60,2,10,13.892443989449804,10,3.7784887978899606
60,2,14,23.40939982143925,7,4.344199974491321
60,2,14,8.06225774829855,6,2.151751106899793
60,2,14,12.206555615733702,5,3.743793659390529
60,2,14,13.038404810405298,8,2.8626292586293283
60,2,14,20.0,1,12.857142857142858
60,2,10,20.615528128088304,8,5.123105625617661
60,2,14,3.1622776601683795,4,2.4517539514526256
60,2,14,24.166091947189145,7,4.452298849598449
60,2,10,23.430749027719962,2,9.686149805543993
60,2,14,7.0710678118654755,10,2.010152544552211
60,1,14,2.23606797749979,8,1.31943828249997
11,10,12,20.615528128088304,9,4.435921354681383
11,11,10,24.73863375370596,9,5.947726750741192
11,11,11,12.806248474865697,6,3.328408813611945
11,11,13,24.515301344262525,9,4.771584822194235
11,11,10,25.019992006393608,8,6.0039984012787215
11,11,12,38.897300677553446,7,7.482883446258907
11,11,11,31.304951684997057,10,6.691809397272192
11,10,8,22.02271554554524,7,6.50567888638631
11,9,13,26.248809496813376,5,6.038278384125134
11,8,10,12.041594578792296,5,4.408318915758459
11,7,13,23.194827009486403,5,5.568434924536369
11,6,12,16.76305461424021,4,4.793842435706702
11,5,11,26.570660511172846,4,6.831029183849608
11,4,10,18.110770276274835,3,6.622154055254967
11,3,10,12.806248474865697,3,5.56124969497314
11,2,10,9.055385138137417,2,6.8110770276274835
11,1,13,26.68332812825267,1,14.105127404346565
50,2,13,34.655446902326915,9,6.331607215742602
50,2,14,23.345235059857504,9,4.335033579979644
50,2,14,23.430749027719962,3,6.347249861102852
50,2,14,22.20360331117452,6,4.171943330167789
50,2,14,27.0,7,4.857142857142858
50,2,12,14.866068747318506,9,3.4776781245530843
50,2,14,6.708203932499369,8,1.95831484749991
50,2,14,1.0,5,2.142857142857143
50,2,11,14.866068747318506,2,7.702921590421546
50,2,13,23.53720459187964,7,4.621108398750714
50,2,10,18.439088914585774,4,5.687817782917155
50,2,13,26.90724809414742,2,9.139576629868834
50,2,13,23.08679276123039,4,5.551814270958522
50,2,13,27.202941017470888,1,14.185067848841676
50,2,14,11.045361017187261,1,11.577908716741037
50,2,14,29.732137494637012,3,7.247448213519573
50,2,13,19.235384061671343,1,12.959289855641746
50,2,11,17.11724276862369,10,4.11222595793158
50,2,14,28.635642126552707,3,7.0908060180789585
50,2,10,23.345235059857504,2,9.6690470119715
50,2,10,30.805843601498726,4,8.161168720299745
50,2,14,4.0,4,2.571428571428571
50,2,11,21.02379604162864,5,5.822508371205207
50,2,9,13.45362404707371,10,3.9896942326830467
50,2,10,6.082762530298219,8,2.216552506059644
50,2,14,5.0990195135927845,4,2.7284313590846834
